# Twitter source-file for markdown-conversion
# Comments have to start with a #-sign.
"2012-08-25 8:18","http://twitter.com/oslopolitiops/status/239381349117616130","Noen har stjålet en gris på ...","Noen har stjålet en gris på Torshov. Grisen var klargjort for grilling. Gj.personene forsvant i en bil. Vi ser etter bilen....og grisen. "
"2012-08-24 18:56","http://twitter.com/oslopolitiops/status/239179424812134400","En person viftet med en machete ...","En person viftet med en machete på Jernbanetorget. Politiet raskt på stedet og pågrep mannen. Macheter skal ikke brukes til dette. "
"2012-08-24 18:11","http://twitter.com/oslopolitiops/status/239168068847280128","En mann urinerte ved et gjerde ...","En mann urinerte ved et gjerde i Osterhausgt. 10 afrikanere kom ilende til. Mannen urinerte trolig på et 'nark-depot'. "
"2012-08-23 1:50","http://twitter.com/oslopolitiops/status/238558815858094080","Det er observert en mann med ...","Det er observert en mann med rullator på E18, inng. v/ Lysaker.En bilpatrulje er på vei for å se etter ham. "
"2012-08-23 2:07","http://twitter.com/oslopolitiops/status/238563114084347904","Mannen med rullator, har vi ...","Mannen med rullator, har vi nå kontroll på. Han vil bli kjørt sykehjemmet. "
"2012-08-21 14:48","http://twitter.com/oslopolitiops/status/238029914417266688","Majorstua, melding om skudd ...","Majorstua, melding om skudd i leilighet, melder fant selv ut etter litt at de var en person som slo en eddekopp med en fluesmekker! "
"2012-08-16 19:11","http://twitter.com/oslopolitiops/status/236284072006144002","Politiet rykket ut på en ...","Politiet rykket ut på en innbruddsalarm. Undersøkelser på stedet viste at en edderkopp trolig hadde utløst sensoren. Ingen tegn til brudd. "
"2012-08-15 7:19","http://twitter.com/oslopolitiops/status/235742572688064513","Politibåten er på vei til ...","Politibåten er på vei til fergeleiet ved Bygdøynesveien.Her ligger en liten selunge på et svaberg, den ser ut til å trenge hjelp. "
"2012-08-15 8:23","http://twitter.com/oslopolitiops/status/235758676063965184","Selen er i fin form. Den svømmer ...","Selen er i fin form. Den svømmer rundt og bærer preg av å være livsglad igjen. Politibåten lot selen få svømme i fred videre. "
"2012-08-12 5:47","http://twitter.com/oslopolitiops/status/234632228104200193","Sandakerveien, heftig krangel ...","Sandakerveien, heftig krangel mellom to damer. Den ene solte seg naken, noe den andre ikke syntes noe om. Politiet rykket ikke ut. "
"2012-08-09 11:08","http://twitter.com/oslopolitiops/status/233625869040631809","En kvinne er nettopp pågrepet ...","En kvinne er nettopp pågrepet etter å ha skjult en flatskjerm mellom bena under skjørtet på vei ut av Elkjøp på Skøyen. "
"2012-08-09 5:57","http://twitter.com/oslopolitiops/status/233547580091535360","Melding om en mann som jogger ...","Melding om en mann som jogger i Festningstunnellen - politiet er på vei "
"2012-08-09 6:07","http://twitter.com/oslopolitiops/status/233550187652591616","Politiet har nå kontakt med ...","Politiet har nå kontakt med joggeren - en ansatt på en cruisebåt som ikke visste at det var ulovlig å jogge i tunnellen. Muntlig pålegg "
"2012-07-28 15:19","http://twitter.com/oslopolitiops/status/229340277926662145","Politiet har fått melding ...","Politiet har fått melding om en røykvarsler som går i Sannergata. Det lukter også litt røyk. Nødetatene er på vei til stedet "
"2012-07-28 15:35","http://twitter.com/oslopolitiops/status/229344306324992001","Årsaken til røyklukten i ...","Årsaken til røyklukten i Sannergaten var en meget godt stekt Grandiosa. "
"2012-07-23 03:44","http://twitter.com/oslopolitiops/status/227353428605689856","Et gammelt og brunt juletre ...","Et gammelt og brunt juletre lå i veibanen i Tåsentunnelen østgående retning. Dette er nå fjernet og vil bli kastet. "
"2012-07-21 12:25","http://twitter.com/oslopolitiops/status/226759719262486528","En noe tørst tyv var innom ...","En noe tørst tyv var innom utestedet Venner på Grønland og prøvde å ta med seg flere flasker Vodka. Lovens lange arm har kontroll på han "
"2012-07-18 11:05","http://twitter.com/oslopolitiops/status/225652592833863681","En mann løp fra patulje ved ...","En mann løp fra patulje ved Akerselva. Han hoppet i elva og svømte over til en annen ventende patrulje. Mistekt for narkotikakriminalitet. "
"2012-07-15 01:56","http://twitter.com/oslopolitiops/status/224427123329335296","Kjelsås: Politipatr forsøkte ...","Kjelsås: Politipatr forsøkte å bistå vaktmester med å fange en løs kanin. Den slapp unna. Vaktmester fortsetter 'jakten' videre. "
"2012-07-09 04:59","http://twitter.com/oslopolitiops/status/222298847379066880","Hesteeieren har nå meldt seg ...","Hesteeieren har nå meldt seg Hesten som heter Leonora skulle være på sommerbeite, men mulig golf var mer spennende Eier og hest gjennforenes "
"2012-07-09 04:45","http://twitter.com/oslopolitiops/status/222295328097964032","Her er bilder av ...","Her er bilder av ponnien http://bit.ly/NisJ9m "
"2012-07-09 03:54","http://twitter.com/oslopolitiops/status/222282680769851394","Ponnien står nå sammen med ...","Ponnien står nå sammen med politihestene på Akershus festning. "
"2012-07-09 03:57","http://twitter.com/oslopolitiops/status/222280883489611777","Når det gjelder ponnien så ...","Når det gjelder ponnien så har vi vært i kontakt med veterinær. Den er ikke chippet. Og vi etterlyser fremdeles en eier Ring 02800 "
"2012-07-09 02:44","http://twitter.com/oslopolitiops/status/222264831871426560","Hesten eller ponnien er en ...","Hesten eller ponnien er en hoppe, koksfarget, ca 130-140 høy. "
"2012-07-09 02:36","http://twitter.com/oslopolitiops/status/222262897819140096","Hest funnet på Grønmo golfbane. ...","Hest funnet på Grønmo golfbane. Eier bes ta kontakt på 02800 snarest. "
"2012-07-08 14:39","http://twitter.com/oslopolitiops/status/222082598015467521","En løs hest har løpt opp ...","En løs hest har løpt opp i skogen ved Grønmo. Vi har ikke lykkes å komme i kontakt med noen som savner den. Er utenfor trafikert område nå. "
"2012-07-08 08:14","http://twitter.com/oslopolitiops/status/221985525320519683","Flere støyklager på en som ...","Flere støyklager på en som spilte trekkspill på Helsfyr. Begrenset repertoar, høyt volum, pågått i mange timer. Musikanten har nå avsluttet. "
"2012-07-06 04:47","http://twitter.com/oslopolitiops/status/221208697706258432","Melding om brann i kjeller ...","Melding om brann i kjeller i Tyslevveien 39 på Nordseter i Oslo. Nødetatene på vei til stedet. "
"2012-07-06 04:51","http://twitter.com/oslopolitiops/status/221209725767909376","Tyslevveien 39 ikke brann. ...","Tyslevveien 39 ikke brann. Her har noen surfet hett på en pc, varmgang i denne, kun ventilering på stedet nå. "
"2012-07-01 02:17","http://twitter.com/oslopolitiops/status/219359063144808448","Trondheimsveien, mange meldinger ...","Trondheimsveien, mange meldinger om naken mann som går midt i veien, politiet er på vei "
"2012-07-01 02:32","http://twitter.com/oslopolitiops/status/219362742824480768","Trondheimsveien, vi har kontroll ...","Trondheimsveien, vi har kontroll på mannen som heldigvis hadde truse på. Trenger åpenbart litt hjelp av helsevesenet og kjøres OKL. "
"2012-06-27 00:08","http://twitter.com/oslopolitiops/status/217877040244858882","En andefamilie er ute på tur ...","En andefamilie er ute på tur på E-18 vestover, er nå ved Maritim. Vi har bil på vei for å lede dem over til mere egnet turområde. "
"2012-06-27 00:55","http://twitter.com/oslopolitiops/status/217888972498669568","En politipatrulje skulle sjekke ...","En politipatrulje skulle sjekke at andefamilien kom seg trygt over veien, men vi kom for sent. Andemor er død. "
"2012-06-27 01:12","http://twitter.com/oslopolitiops/status/217893121835544578","Vi leitet etter andeungene, ...","Vi leitet etter andeungene, men fant dem ikke. "
"2012-05-27 6:22","https://twitter.com/oslopolitiops/status/206737114791030784","Isbilen er innesperret på ...","Isbilen er innesperret på Huk pga feilparkert bil. Vi jobber med å få tak i eier. Is er levert på Huk, men resten av byen må nok vente litt. "
"2012-05-27 6:38","http://twitter.com/oslopolitiops/status/206741247971430400","Alle kan puste lettet ut; isbilen ...","Alle kan puste lettet ut; isbilen har kommet seg videre fra Huk. "
"2012-05-25 4:05","https://twitter.com/oslopolitiops/status/205977980785270784","Vannspeilet, Gamlebyen, 30 ...","Vannspeilet, Gamlebyen, 30 bannere med Nazi symboler hengt opp, filminnspilling, fjernet av politiet inntil sermonien i Domkirken er over, "
"2012-05-25 4:06","https://twitter.com/oslopolitiops/status/205978150738460672","Vannspeilet, filmteamet har ...","Vannspeilet, filmteamet har lagt seg helt flate og beklaget! "
"2012-05-24 7:29","https://twitter.com/oslopolitiops/status/205666832965836800","Dersom du savner din skilpadde ...","Dersom du savner din skilpadde i området Galgeberg, så ta kontakt på tlf. 02800. "
"2012-05-15 20:58","http://twitter.com/oslopolitiops/status/202609041707499520","Det har vært en forholdsvis ...","Det har vært en forholdsvis rolig natt for oss. Men vi måtte hjelpe Russen til å avslutte festingen i Sørkedalen og Maridalen. "
"2012-05-13 1:10","https://twitter.com/oslopolitiops/status/201585245009612800","Sinnataggen har blitt tilgrisa ...","Sinnataggen har blitt tilgrisa av raud måling i løpet av natta/morgontimane. Sak opprettast og bymiljøetaten varsla for vasking. "
"2012-05-09 8:05","https://twitter.com/oslopolitiops/status/200240105548546048","Nedre Prinsdals vei: Gratis ...","Nedre Prinsdals vei: Gratis kebab i forb med åpning av ny kebabbutikk. Store trafikkale problemer "
"2012-05-09 8:07","https://twitter.com/oslopolitiops/status/200240593052504065","Kebab: Butikken stengt pga ...","Kebab: Butikken stengt pga store problemer med person- og bilkøene. Ikke mere utdeling før butikken får orden på køene "
"2012-05-08 00:23","https://twitter.com/oslopolitiops/status/199942661015212033","Politiet kan melde at marsvinet ...","Politiet kan melde at marsvinet er blitt tatt godt vare på av finner. Er blitt badet og har fått nytt bur.I morgen blir det omplassert. "
"2012-05-08 8:46","http://twitter.com/oslopolitiops/status/199888100003033089","Politiet lurer på hvem som ...","Politiet lurer på hvem som har 'glemt' et marsvin i bur i søpla i Ebbelsgate 3?? "
"2012-05-07 14:56","https://twitter.com/oslopolitiops/statuses/199618649659674624","Vi er på Statoil Smedstad. ...","Vi er på Statoil Smedstad. Noen klager på at Russen forsøpler stedet, vi forsøker å gå i dialog med dem. "
"2012-05-07 15:16","https://twitter.com/oslopolitiops/status/199623886780907522","Russen på Statoil Smedstad ...","Russen på Statoil Smedstad var svært hyggelige. De var så hyggelige at de hjalp til med oppryddingen selvom de ikke hadde forsøplet. "
"2012-05-07 15:18","https://twitter.com/oslopolitiops/status/199624224162332676","Nå er vi på vei til en ...","Nå er vi på vei til en støyende Russebuss på Hauketo. Vi forsøker dialogmetoden her også. "
"2012-05-07 15:46","https://twitter.com/oslopolitiops/status/199631379410071553","På Hauketo var det ingen ...","På Hauketo var det ingen russebuss som ventet på oss. Mulig de følger oss på twitter &#59;-) "
"2012-05-01 12:42","https://twitter.com/oslopolitiops/status/197229519449497600","Politiet har fått melding ...","Politiet har fått melding om 3 hester som er ute på tur på egenhånd i finværet. De befinner seg området ved Lahaugmoen. 1 hvit og 2 brune. "
"2012-05-01 1:02","https://twitter.com/oslopolitiops/status/197234505394827264","De 3 hestene er fortsatt ute ...","De 3 hestene er fortsatt ute på tur, nå er de på vei mot Nittedal. "
"2012-04-07 5:53","https://twitter.com/oslopolitiops/status/188610441570824192","Meld. om funn av noe som kan ...","Meld. om funn av noe som kan være en garanat eller 'bombe'. Patr. har undersøkt. Det var ingen bombe, men en gjerdestolpe!!! "
"2012-04-05 9:38","https://twitter.com/oslopolitiops/status/187942244366557184","Melding om noe som brenner ...","Melding om noe som brenner i en park i nærheten av Tante Ulrikkesv 55. Ikke fare for bebyggelse. Politi og brannv på vei. "
"2012-04-05 9:46","https://twitter.com/oslopolitiops/status/187944305971834880","Ingen brann i parken. En som ...","Ingen brann i parken. En som griller mat. "
"2012-04-01 1:05","https://twitter.com/oslopolitiops/status/186378849192378368","Politiet er på stedet i ...","Politiet er på stedet i Strømsveien ved Ikea, trafikkuhell med en lastebil. Ikke personskader. "
"2012-04-01 1:10","https://twitter.com/oslopolitiops/status/186380013661208576","Strømsvn. ryddet for kjøretøy, ...","Strømsvn. ryddet for kjøretøy, men store mengder lammelår og påskegrill ligger igjen, kan ikke selges. Folk kan hente dette gratis på stedet "
"2012-03-25 4:43","https://twitter.com/oslopolitiops/status/183896929124622336","Vi kontrollerer en varebil ...","Vi kontrollerer en varebil ved Oslo S med 3 såkalte Travellers. 1 er etterlyst, ingen har førerkort. ca 200 liter diesel i varerommet "
"2012-03-23 18:26","https://twitter.com/oslopolitiops/status/183379178442342400","Vogtsgt 19, Brun og Blid, melding ...","Vogtsgt 19, Brun og Blid, melding om innbrudd, alarmen går i flere soner, politiet er på vei "
"2012-03-23 18:31","https://twitter.com/oslopolitiops/status/183380387815366656","Vogtsgt 19, politiet på stedet, ...","Vogtsgt 19, politiet på stedet, en mann pågrepet med 5 myntbokser i hendene. Dette er 3. gangen han pågripes på stedet denne mnd! "
"2012-03-23 18:47","https://twitter.com/oslopolitiops/statuses/183384466947981313","Vogtsgt 19, blir ikke mere ...","Vogtsgt 19, blir ikke mere sol på pågrepne i dag! Grønland pst etterforsker saken. "
"2012-03-18 18:24","https://twitter.com/oslopolitiops/status/181566741795713025","Grønland: Beboer sier han ...","Grønland: Beboer sier han blir holdt våken av barn som løper over gulvet. Politiet rykker ikke ut på dette. "
"2012-03-11 8:41","https://twitter.com/oslopolitiops/status/178883269436248064","Politibåten vår henter 4 ...","Politibåten vår henter 4 personer som ikke rakk båten tilbake fra Hovedøya. Iflg personene gikk båten 'rett foran nesa' på dem. "
"2012-03-03 17:39","https://twitter.com/oslopolitiops/status/176119527568977921","Mann ble frastjålet Iphone ...","Mann ble frastjålet Iphone på Grønland. Etter sporing ble den funnet i trusa på en mann som nå er i arresten "
